Policy Number,Number of Vehicles,Average Age,Gender Dummy,Married Dummy,Avg Veh Age,Fuel Type Dummy,Losses
188333,1,20.6,1,1,12.97,1,1182.476864
168978,1,20.6,0,1,2.5,1,1072.705985
180726,1,20.6,1,1,12.97,1,535.0124158
139089,1,20.6,0,0,12.97,0,279.3074554
135388,1,42.4,0,1,12.97,0,330.805852
110246,1,42.4,1,0,8.02,0,370.327551
139374,1,42.4,1,1,8.02,0,449.6680037
114155,1,42.4,1,1,8.02,0,484.1111346
139263,1,65.1,0,1,8.02,0,303.9037184
139777,1,42.4,1,0,8.02,0,387.9152486
137975,1,65.1,1,1,2.5,0,59.46503446
122168,1,65.1,0,1,8.02,0,39.72257576
160589,1,42.4,1,1,8.02,0,434.1198694
183546,1,65.1,0,1,12.97,0,113.9687533
186288,1,42.4,1,0,8.02,0,381.6731499
140761,1,42.4,1,1,2.5,1,805.3226847
108874,1,65.1,0,1,2.5,0,338.6799977
199615,1,42.4,1,1,8.02,0,489.5102333
112497,1,65.1,0,0,12.97,0,23.87112656
102603,1,42.4,1,1,12.97,0,166.9310997
174475,1,20.6,1,0,12.97,1,676.8854783
107217,1,65.1,1,0,8.02,0,88.21345418
145765,1,20.6,0,1,8.02,1,518.0476289
133498,1,65.1,0,0,8.02,0,234.6474302
169640,1,42.4,0,1,12.97,0,220.615156
170004,1,65.1,0,0,12.97,0,229.3791024
194934,1,20.6,1,1,8.02,1,1255.767314
144639,1,65.1,1,1,8.02,0,171.0101059
136563,1,20.6,0,0,12.97,0,456.7314758
156353,1,65.1,1,1,12.97,0,367.1782376
102051,1,65.1,0,0,2.5,0,276.1089391
168624,1,65.1,0,1,8.02,0,123.1604341
118523,1,42.4,0,1,8.02,0,395.503013
123079,1,20.6,1,0,8.02,0,486.7162359
167183,1,20.6,0,0,12.97,0,453.4195793
199417,1,42.4,0,0,12.97,0,232.5300927
146707,1,65.1,0,1,12.97,0,119.3495526
147654,1,42.4,0,1,2.5,1,611.9370486
199587,1,20.6,1,0,12.97,0,292.0878142
105221,1,20.6,1,0,12.97,1,576.58074
173839,1,20.6,1,0,12.97,0,297.2343156
125549,1,42.4,1,0,8.02,0,330.1871961
161519,1,20.6,0,1,12.97,0,171.3772645
143638,1,20.6,0,1,12.97,0,469.0068711
161127,1,42.4,1,1,12.97,0,405.4233286
125251,1,42.4,1,0,2.5,0,397.4175426
115268,1,65.1,1,0,12.97,0,170.9532587
137977,1,42.4,1,1,2.5,1,965.3134906
188416,1,20.6,1,0,12.97,0,393.8349042
197104,1,65.1,1,0,8.02,0,94.16102473
162640,1,42.4,0,0,8.02,0,319.8835702
122447,1,20.6,0,1,12.97,0,439.1176788
156399,1,42.4,1,1,12.97,0,143.4336905
148970,1,42.4,1,0,8.02,0,397.5167043
177363,1,20.6,0,0,8.02,0,262.8439707
106267,1,65.1,0,0,8.02,0,250.8953606
118634,1,20.6,0,1,2.5,1,839.4242413
108440,1,20.6,1,0,12.97,0,137.0620299
113255,1,20.6,0,0,8.02,1,503.1421534
156988,1,65.1,1,0,8.02,0,75.70366892
114508,1,20.6,0,0,12.97,0,375.2405979
148766,1,65.1,0,0,2.5,0,202.4989254
188640,1,65.1,1,1,2.5,0,377.8277597
113283,1,20.6,0,0,12.97,0,204.4293461
167758,1,20.6,1,1,8.02,1,809.0071153
125441,1,42.4,0,0,2.5,0,424.3622371
175229,1,65.1,1,0,12.97,0,19.82277821
188540,1,42.4,0,1,12.97,0,423.1563186
175748,1,65.1,0,0,12.97,0,114.6509439
160348,1,42.4,0,0,8.02,0,276.4724081
140080,1,42.4,0,1,8.02,0,416.2969813
170717,1,20.6,1,1,12.97,1,831.9907195
152712,1,42.4,0,0,12.97,0,150.4301012
196237,1,42.4,1,0,12.97,0,423.0039085
159458,1,65.1,1,0,12.97,0,161.9238698
144251,1,42.4,1,1,8.02,0,370.703901
132882,1,42.4,1,1,8.02,1,549.1403768
135351,1,42.4,0,0,12.97,0,130.1393257
128112,1,42.4,0,1,2.5,1,609.7857707
152501,1,65.1,1,0,8.02,0,167.2173799
134928,1,65.1,1,0,12.97,0,135.2854399
132741,1,20.6,0,1,12.97,0,244.7718762
198523,1,20.6,0,0,12.97,0,266.0329124
147501,1,20.6,0,0,8.02,0,340.5856515
118874,1,65.1,0,1,8.02,0,351.3205902
106869,1,65.1,0,1,2.5,0,178.1144493
148812,1,20.6,1,1,12.97,1,961.7886561
127638,1,20.6,1,1,8.02,1,862.4872404
198552,1,42.4,0,0,2.5,0,366.5270882
185209,1,20.6,0,0,2.5,1,594.1389262
184068,1,20.6,1,0,8.02,0,471.4103848
117800,1,42.4,1,1,8.02,0,478.423885
192571,1,20.6,1,1,8.02,1,1089.683475
115108,1,65.1,1,1,8.02,0,219.2630685
199878,1,65.1,1,1,12.97,0,43.80902637
124399,1,65.1,1,0,12.97,0,245.4681424
134422,1,42.4,1,0,8.02,0,341.0716297
106191,1,20.6,1,0,2.5,1,1401.284803
198562,1,20.6,1,0,12.97,1,536.8602461
120064,1,42.4,1,0,12.97,0,242.9716237
184288,1,65.1,0,1,12.97,0,17.14401051
104424,1,65.1,1,0,8.02,0,278.5029941
149342,1,42.4,0,1,2.5,0,481.8169922
111706,1,65.1,0,0,12.97,0,167.3008064
149278,1,65.1,1,0,12.97,0,363.9823492
131621,1,42.4,1,1,8.02,0,440.0845453
168057,1,65.1,0,1,8.02,0,319.998898
188722,1,42.4,1,0,2.5,1,617.1669192
151238,1,65.1,1,1,8.02,0,313.0615814
165078,1,20.6,0,0,2.5,1,692.7306542
148998,1,42.4,0,0,12.97,0,126.0782536
129667,1,42.4,1,1,8.02,0,467.848014
118161,1,20.6,1,0,12.97,0,248.5382876
121756,1,42.4,0,1,12.97,0,235.9757695
144413,1,42.4,0,0,8.02,0,295.6511677
169733,1,42.4,1,1,12.97,0,228.2297609
133093,1,20.6,0,0,12.97,0,374.1729297
111384,1,42.4,1,0,2.5,1,591.9070066
103007,1,20.6,1,1,12.97,1,1189.051543
177727,1,20.6,0,1,12.97,1,547.0137533
138798,1,65.1,0,0,2.5,0,246.6135668
188206,1,20.6,1,0,12.97,1,679.8339825
196528,1,42.4,1,0,8.02,0,407.9761934
100874,1,42.4,0,0,8.02,0,306.9422816
131291,1,20.6,1,0,12.97,1,602.2169971
193197,1,20.6,1,0,12.97,0,275.7037214
151432,1,42.4,0,1,2.5,1,732.7378461
155482,1,20.6,0,1,12.97,1,514.7287257
103611,1,20.6,0,1,12.97,1,601.5725579
133817,1,42.4,1,0,2.5,1,511.235708
108655,1,65.1,0,0,12.97,0,32.26493105
139146,1,20.6,1,1,12.97,1,922.892173
168288,1,42.4,1,0,8.02,0,416.8936624
175900,1,42.4,0,0,2.5,1,594.0556495
133837,1,65.1,1,1,8.02,0,67.57033377
125984,1,20.6,0,0,8.02,0,482.8298421
153977,1,42.4,1,0,8.02,0,354.786418
102723,1,65.1,1,0,12.97,0,75.84119327
171124,1,20.6,0,0,12.97,0,183.6143818
186428,1,20.6,0,1,12.97,1,605.5328369
110815,1,42.4,0,0,12.97,0,131.0465368
122017,1,20.6,1,0,2.5,1,1023.403662
166102,1,65.1,1,0,8.02,0,37.58319669
163300,1,20.6,0,0,12.97,0,195.4700505
150799,1,65.1,0,1,12.97,0,157.3049769
170639,1,65.1,0,1,8.02,0,56.0717095
153589,1,65.1,0,0,2.5,0,335.3879955
181622,1,42.4,0,0,12.97,0,131.6187607
121712,1,65.1,1,0,8.02,0,293.7614685
175734,1,65.1,0,0,8.02,0,153.9380961
165539,1,42.4,0,0,8.02,0,279.9932715
119439,1,20.6,0,1,2.5,1,794.6637929
130871,1,65.1,1,1,12.97,0,161.0657087
130317,1,65.1,0,0,12.97,0,107.968914
173128,1,65.1,0,1,12.97,0,98.54406755
197284,1,42.4,1,1,12.97,0,310.6430719
144289,1,65.1,0,0,8.02,0,216.683164
115431,1,42.4,0,1,8.02,0,435.42961
190282,1,42.4,0,1,2.5,0,388.163314
163456,1,42.4,1,0,8.02,0,385.3239242
127543,1,42.4,1,0,8.02,0,332.5962019
178351,1,20.6,0,0,12.97,0,254.0958405
151187,1,20.6,0,0,2.5,0,346.1635562
165982,1,42.4,0,0,8.02,0,304.0332799
184789,1,65.1,1,0,2.5,0,88.54856139
132185,1,42.4,0,0,8.02,0,310.4958386
126462,1,42.4,0,0,12.97,0,175.4767629
144261,1,42.4,0,1,12.97,0,178.0214425
100761,1,42.4,1,1,2.5,1,623.7337503
155258,1,20.6,1,0,12.97,0,166.9365543
157613,1,65.1,1,1,8.02,0,53.64272115
131138,1,42.4,0,1,8.02,0,387.366763
161428,1,65.1,0,0,12.97,0,39.86574338
153413,1,20.6,1,0,12.97,0,413.2819072
174925,1,65.1,0,0,2.5,0,324.736977
130021,1,65.1,1,0,2.5,0,468.4475546
130414,1,42.4,0,0,8.02,0,308.2346622
160297,1,65.1,1,1,8.02,0,59.64387603
118493,1,20.6,0,0,12.97,0,129.5130703
188570,1,20.6,0,0,12.97,0,221.8503711
165495,1,42.4,1,0,8.02,0,369.8291176
151303,1,42.4,0,1,2.5,1,825.530745
101729,1,20.6,0,1,12.97,0,346.4052876
143467,1,65.1,1,1,8.02,0,327.1425875
103988,1,65.1,1,1,8.02,0,133.5021321
119004,1,42.4,0,1,8.02,0,440.4771322
100603,1,65.1,0,0,8.02,0,34.62634009
175518,1,65.1,1,1,12.97,0,66.92891767
173850,1,42.4,0,0,8.02,0,313.4599585
160973,1,42.4,0,0,8.02,0,327.2980775
171326,1,42.4,0,1,12.97,0,180.5799829
126247,1,65.1,1,0,8.02,0,227.0893362
168114,1,65.1,1,1,12.97,0,409.1758254
167183,1,42.4,1,1,8.02,1,522.412567
152228,1,42.4,1,1,8.02,0,463.571379
164050,1,42.4,1,0,2.5,1,702.6532417
131218,1,42.4,0,1,2.5,1,641.3910282
176184,1,65.1,1,0,2.5,0,255.1907019
129398,1,42.4,0,0,8.02,0,339.811243
158326,1,42.4,1,1,8.02,0,463.1202594
146413,1,20.6,0,1,2.5,1,678.1012495
167941,1,42.4,1,1,12.97,0,316.9570048
187424,1,65.1,1,1,8.02,0,224.8441035
125275,1,65.1,1,1,8.02,0,335.9417946
148055,1,42.4,1,1,8.02,0,386.0425259
177539,1,20.6,1,1,12.97,1,625.7153342
105388,1,20.6,1,1,12.97,0,265.3413142
162666,1,20.6,0,0,8.02,0,426.1706197
109147,1,42.4,0,0,12.97,0,132.1925258
146470,1,42.4,0,0,2.5,0,406.5515049
158546,1,42.4,0,0,8.02,0,359.3019561
162919,1,20.6,1,0,12.97,0,448.9819859
112104,1,20.6,0,1,8.02,1,568.2705563
166316,1,42.4,0,0,2.5,1,517.6154431
129781,1,65.1,0,0,2.5,0,425.2158617
140582,1,42.4,1,1,2.5,1,937.0531376
104438,1,20.6,1,1,12.97,1,672.0778797
140147,1,20.6,0,1,12.97,1,511.3999351
160699,1,65.1,0,1,8.02,0,342.7594432
101213,1,42.4,0,0,8.02,0,369.549543
126559,1,42.4,0,0,8.02,0,333.2618886
128839,1,65.1,1,1,2.5,0,401.1388059
117926,1,65.1,1,0,8.02,0,97.80945261
194751,1,42.4,1,1,2.5,1,779.1418236
151645,1,65.1,0,1,2.5,0,281.4939094
193500,1,42.4,0,0,8.02,0,331.272518
119687,1,20.6,1,0,12.97,0,410.0568927
126001,1,20.6,0,0,2.5,0,378.5785956
101241,1,20.6,0,0,8.02,0,257.9819928
196778,1,42.4,1,0,2.5,1,665.8883025
109165,1,42.4,1,1,12.97,0,230.6091431
117721,1,20.6,1,1,12.97,0,430.9655363
184927,1,20.6,1,1,12.97,1,1278.510959
150790,1,20.6,1,0,8.02,1,664.5934678
190397,1,42.4,0,0,12.97,0,117.0495979
149378,1,20.6,1,0,12.97,0,475.4581044
115151,1,20.6,1,1,12.97,0,487.1763139
192262,1,20.6,1,1,8.02,1,747.4862966
165567,1,42.4,1,1,2.5,1,644.7784085
159996,1,42.4,0,0,2.5,1,506.4191291
197931,1,20.6,0,0,8.02,0,458.5196732
192062,1,42.4,0,0,8.02,0,376.9025625
123416,1,42.4,1,0,8.02,0,378.1551984
125272,1,20.6,0,0,12.97,0,169.3142533
177882,1,42.4,1,0,8.02,0,344.0693671
199204,1,42.4,0,0,8.02,0,287.3493637
106723,1,20.6,1,0,8.02,1,683.3311595
138353,1,42.4,0,1,8.02,0,394.0789555
137024,1,20.6,1,0,12.97,1,536.2573482
116319,1,42.4,1,1,8.02,1,507.3039313
195381,1,42.4,0,1,8.02,0,369.5012883
188777,1,42.4,1,0,8.02,0,380.0318156
193479,1,20.6,1,0,12.97,0,394.2908041
148397,1,42.4,0,1,8.02,0,407.7608046
140872,1,65.1,0,1,8.02,0,36.83406316
146975,1,65.1,0,0,8.02,0,250.2576733
125737,1,65.1,0,1,12.97,0,221.2043504
198649,1,42.4,0,0,8.02,0,308.0062911
191944,1,65.1,0,0,2.5,0,61.3380877
194536,1,20.6,0,1,12.97,0,493.2976733
118210,1,42.4,1,1,2.5,1,532.6531171
186736,1,65.1,1,1,8.02,0,89.69023459
112698,1,20.6,1,1,8.02,1,678.0913473
168465,1,20.6,0,0,12.97,0,176.8627735
132374,1,65.1,0,1,8.02,0,209.3377482
134811,1,65.1,0,0,8.02,0,302.8231225
101950,1,20.6,0,1,12.97,0,349.4773628
152950,1,42.4,0,0,12.97,0,223.0815797
193643,1,65.1,0,1,8.02,0,156.6812854
170444,1,42.4,0,1,2.5,1,676.5249895
107744,1,42.4,1,1,8.02,0,472.8070804
191124,1,42.4,0,1,12.97,0,379.8610274
130537,1,65.1,0,1,2.5,0,261.6444496
155070,1,20.6,0,0,12.97,0,117.9850178
120304,1,65.1,1,1,2.5,1,803.706458
126631,1,42.4,1,1,12.97,0,267.485859
197105,1,42.4,1,1,12.97,0,191.6213777
151957,1,20.6,1,1,12.97,1,1014.321608
142009,1,42.4,0,1,8.02,0,422.246098
197751,1,65.1,0,0,8.02,0,120.0064291
146514,1,65.1,0,0,12.97,0,314.1903441
142362,1,65.1,1,1,8.02,0,355.8451532
139572,1,65.1,0,0,2.5,0,151.4867587
160796,1,42.4,0,1,2.5,1,636.6797227
141306,1,20.6,0,1,12.97,0,390.521486
121214,1,42.4,1,1,8.02,0,458.218025
171450,1,42.4,1,0,2.5,0,334.8874633
130222,1,42.4,0,0,12.97,0,158.3517998
141793,1,42.4,0,1,8.02,0,408.7395066
176193,1,42.4,0,1,8.02,0,444.9004968
192733,1,20.6,0,1,12.97,0,469.8435041
114418,1,65.1,0,0,2.5,0,227.5730607
123860,1,20.6,1,0,8.02,1,580.2514514
150305,1,65.1,1,1,2.5,0,288.0778841
126611,1,20.6,0,0,12.97,0,199.5115967
190999,1,42.4,0,0,2.5,0,440.7741586
105157,1,42.4,1,1,12.97,0,203.4147846
108745,1,42.4,1,0,2.5,0,395.081989
125037,1,20.6,1,0,2.5,1,663.3734231
169682,1,42.4,1,1,12.97,0,214.9897118
197030,1,20.6,1,1,12.97,1,715.4017418
153135,1,20.6,0,0,12.97,0,292.7728955
172371,1,42.4,1,0,8.02,0,336.3238418
115780,1,42.4,0,1,8.02,0,359.5554052
149667,1,42.4,1,0,8.02,0,331.5437249
123860,1,20.6,1,0,8.02,0,415.5792872
124356,1,42.4,1,1,8.02,0,442.8394769
133147,1,42.4,0,1,12.97,0,345.0019193
177077,1,65.1,0,0,2.5,0,338.5093334
103257,1,65.1,0,0,8.02,0,155.8039596
197720,1,65.1,0,0,2.5,0,33.15465722
176918,1,65.1,0,1,8.02,0,74.64014392
146709,1,20.6,1,0,12.97,0,360.7064431
120277,1,42.4,0,0,8.02,0,298.5223534
193169,1,42.4,1,1,8.02,0,433.1419791
197030,1,65.1,1,1,8.02,0,173.3577025
180703,1,65.1,1,0,12.97,0,57.22333519
158516,1,20.6,0,0,12.97,0,338.8357105
134205,1,65.1,1,1,2.5,0,426.4032579
169432,1,65.1,1,1,2.5,0,460.7266415
156211,1,65.1,0,0,8.02,0,129.7356
133667,1,42.4,0,1,8.02,0,373.5628167
134811,1,65.1,1,1,2.5,0,164.9924266
143153,1,20.6,1,1,12.97,0,302.8673506
198239,1,42.4,1,1,12.97,0,317.7000496
143950,1,42.4,1,1,12.97,0,259.9723271
135362,1,42.4,0,0,8.02,0,325.8069501
113169,1,20.6,0,1,12.97,0,376.8459815
102897,1,65.1,1,0,12.97,0,307.4146315
119713,1,42.4,1,0,8.02,0,342.3811594
188650,1,20.6,1,0,12.97,0,453.8468682
162778,1,20.6,1,0,12.97,0,226.3113181
143482,1,65.1,0,0,12.97,0,248.5359904
139089,1,42.4,0,0,2.5,0,386.9751075
132847,1,42.4,1,0,12.97,0,154.1620196
193186,1,20.6,1,1,12.97,1,616.045
181190,1,42.4,0,0,12.97,0,191.5121155
173901,1,42.4,0,1,8.02,0,465.3484514
185318,1,42.4,1,0,8.02,0,314.8458289
114220,1,42.4,0,1,8.02,0,385.7248952
117277,1,42.4,1,0,2.5,1,570.3726954
133663,1,20.6,0,0,8.02,0,307.6119306
153487,1,65.1,0,0,8.02,0,150.5195128
125914,1,42.4,1,1,2.5,1,576.0714176
157878,1,65.1,1,0,8.02,0,80.34581115
152639,1,65.1,1,0,8.02,0,83.09996407
172524,1,20.6,0,1,12.97,1,573.5534203
187832,1,42.4,0,0,8.02,0,289.9684397
134928,1,20.6,1,1,8.02,1,942.7213084
199841,1,65.1,1,0,2.5,0,86.7404906
197278,1,65.1,0,1,2.5,0,54.94484401
126325,1,65.1,0,0,8.02,0,121.2896348
138096,1,42.4,0,1,2.5,1,797.4727074
196432,1,42.4,1,1,12.97,0,178.1544544
116440,1,42.4,1,0,2.5,1,646.6608555
118751,1,42.4,1,0,2.5,1,511.7580432
122473,1,20.6,1,1,2.5,1,2700
191209,1,65.1,1,0,8.02,0,166.3963464
106324,1,65.1,1,0,2.5,1,523.9833142
100442,1,42.4,1,0,12.97,0,138.0157484
149654,1,20.6,0,0,12.97,0,180.0366847
188572,1,20.6,0,1,12.97,1,536.4047089
174033,1,42.4,0,0,2.5,1,517.2279524
166556,1,42.4,1,0,8.02,0,432.6751776
169898,1,42.4,0,1,2.5,1,590.8513496
191961,1,42.4,1,1,12.97,0,494.557812
165636,1,42.4,0,1,12.97,0,304.9612526
185552,1,65.1,1,1,8.02,0,118.5946454
161528,1,65.1,1,1,12.97,0,295.8847896
124924,1,65.1,0,0,8.02,0,53.08119666
165488,1,20.6,0,1,8.02,1,744.3208775
133207,1,20.6,0,1,12.97,0,235.7333404
187590,1,20.6,0,1,12.97,1,565.3485155
197795,1,20.6,0,1,12.97,1,600.5185664
100535,1,20.6,0,0,12.97,0,271.6985859
142704,1,42.4,0,1,12.97,0,205.8293962
138282,1,42.4,1,1,2.5,0,455.2546475
117198,1,42.4,1,1,8.02,0,498.8552508
130363,1,65.1,1,1,12.97,0,152.279689
192419,1,20.6,1,1,12.97,1,635.5338229
150051,1,42.4,1,0,8.02,0,360.3359183
160960,1,20.6,1,0,8.02,1,571.822653
156475,1,42.4,1,0,8.02,0,340.0212605
113850,1,65.1,1,1,8.02,0,68.70466955
119985,1,65.1,1,0,8.02,0,35.92061417
177349,1,20.6,1,0,12.97,0,157.9683334
183974,1,42.4,0,0,8.02,0,359.8784498
140657,1,65.1,0,0,12.97,0,144.1533344
195234,1,65.1,1,0,8.02,0,259.7498031
150702,1,42.4,1,0,12.97,0,329.4565402
165028,1,42.4,0,1,12.97,0,258.9963475
199087,1,20.6,1,1,8.02,1,897.3301732
112815,1,42.4,1,1,8.02,0,440.8602363
126786,1,65.1,1,0,2.5,0,164.0909204
118894,1,65.1,1,0,12.97,0,31.77827713
199181,1,65.1,1,1,12.97,0,257.1813241
184184,1,65.1,0,1,8.02,0,307.6472449
182571,1,20.6,0,0,12.97,0,378.441003
185083,1,42.4,0,0,8.02,0,287.5238284
182418,1,20.6,1,1,12.97,1,888.0452687
131315,1,42.4,1,1,12.97,0,162.1912987
133882,1,42.4,0,1,8.02,0,457.6599332
114514,1,42.4,1,1,8.02,0,430.7272458
157853,1,42.4,1,1,8.02,0,494.1024466
134768,1,65.1,1,0,12.97,0,120.6584421
145310,1,65.1,0,0,8.02,0,144.507744
122387,1,42.4,0,0,8.02,0,361.0075735
188245,1,20.6,0,1,12.97,0,372.963556
161572,1,20.6,0,0,12.97,0,369.8911603
115290,1,42.4,1,1,12.97,0,353.4644169
147728,1,20.6,0,0,12.97,0,117.0669225
139160,1,20.6,1,1,12.97,0,366.3782619
145069,1,65.1,1,0,12.97,0,193.9029859
146372,1,20.6,1,1,12.97,0,366.4842282
125992,1,42.4,1,1,2.5,1,632.8459416
114328,1,20.6,0,0,8.02,0,378.1407208
155679,1,42.4,0,1,2.5,0,458.3103986
163950,1,65.1,0,1,2.5,0,50.71157626
178649,1,42.4,0,1,8.02,0,457.7243384
174992,1,20.6,1,1,12.97,1,1018.192642
163289,1,42.4,1,1,2.5,1,540.7363438
182988,1,42.4,0,0,8.02,0,307.2503882
106114,1,65.1,1,0,12.97,0,153.2763754
118332,1,42.4,0,0,12.97,0,119.974399
107060,1,42.4,0,0,12.97,0,224.1903456
177592,1,65.1,1,0,12.97,0,32.51585346
194153,1,65.1,0,1,8.02,0,306.5707397
121456,1,20.6,1,1,12.97,1,619.3364482
139632,1,20.6,1,0,12.97,1,545.1262388
105380,1,20.6,1,0,8.02,0,318.9302287
178948,1,42.4,1,0,2.5,1,566.1994377
124642,1,20.6,1,1,12.97,1,801.2580357
127154,1,65.1,0,0,8.02,0,208.9477017
152364,1,65.1,1,0,2.5,0,237.2436329
149340,1,20.6,1,1,8.02,1,1203.938094
198414,1,20.6,1,0,8.02,0,379.0664688
126857,1,65.1,1,1,8.02,0,172.8367227
136626,1,20.6,0,1,8.02,1,567.8207249
129443,1,65.1,0,0,2.5,0,478.2047046
160518,1,20.6,1,1,12.97,0,462.9537014
149550,1,42.4,0,0,2.5,0,388.37178
132224,1,42.4,1,0,12.97,0,358.8084011
100901,1,42.4,1,1,8.02,1,570.8218264
118329,1,42.4,1,0,8.02,0,369.4802741
156140,1,42.4,1,1,12.97,0,204.3980122
100804,1,42.4,0,0,12.97,0,306.5442945
137341,1,42.4,0,0,12.97,0,232.0329603
109313,1,65.1,0,1,12.97,0,133.2849044
188913,1,20.6,1,1,8.02,1,653.8661986
104945,1,65.1,1,1,8.02,0,237.6454656
137127,1,65.1,1,1,2.5,0,321.1319105
192817,1,42.4,1,0,12.97,0,363.7094092
194202,1,42.4,0,0,12.97,0,124.6556691
153428,1,20.6,0,0,12.97,0,134.5213178
145645,1,20.6,0,1,12.97,0,353.9868016
156440,1,65.1,0,0,12.97,0,56.19741974
178788,1,65.1,1,0,8.02,0,37.08168294
185760,1,65.1,1,0,8.02,0,239.5030073
179235,1,42.4,0,0,8.02,0,309.9621785
150429,1,20.6,1,1,12.97,0,422.1703601
138710,1,20.6,0,1,2.5,1,753.3982901
129152,1,65.1,1,0,8.02,0,295.0976342
107837,1,42.4,0,1,12.97,0,223.6843185
190968,1,42.4,0,0,8.02,0,297.9455922
174732,1,20.6,0,0,12.97,0,279.7679188
194157,1,42.4,1,0,12.97,0,142.2443975
118174,1,42.4,1,0,8.02,0,354.9459359
138422,1,42.4,0,0,2.5,1,642.2300098
164706,1,42.4,0,1,8.02,0,355.4608932
180127,1,42.4,1,1,12.97,0,292.2905735
113082,1,20.6,0,0,12.97,0,198.011932
181125,1,42.4,0,1,8.02,0,413.932018
168134,1,42.4,1,0,8.02,0,349.6512041
150280,1,20.6,0,0,8.02,0,337.5616638
147202,1,20.6,0,0,12.97,0,194.2417501
124217,1,20.6,1,0,2.5,1,685.70269
114029,1,42.4,0,1,2.5,0,449.0947929
192821,1,20.6,0,1,8.02,1,619.4987572
114447,1,42.4,1,1,12.97,0,387.2409986
171233,1,20.6,1,1,12.97,0,484.7934584
144754,1,20.6,1,0,12.97,0,188.4712932
186180,1,20.6,1,0,2.5,0,409.9745118
158637,1,20.6,0,1,12.97,1,585.7777296
103655,1,42.4,1,1,2.5,1,519.1625522
184191,1,42.4,1,0,2.5,0,493.0585896
185146,1,65.1,1,0,2.5,1,570.1182067
173610,1,65.1,0,1,2.5,0,36.34557314
154712,1,20.6,0,0,12.97,0,205.8550367
190962,1,20.6,1,0,12.97,0,260.7111751
152819,1,42.4,1,0,2.5,1,634.287001
157805,1,42.4,1,0,2.5,1,525.1836212
138451,1,65.1,1,0,8.02,0,119.5070203
116492,1,42.4,0,1,12.97,0,383.111618
195242,1,42.4,0,0,8.02,0,307.2012361
180041,1,42.4,0,1,12.97,0,296.7397873
119398,1,65.1,0,1,8.02,0,424.8797525
144689,1,42.4,0,0,12.97,0,234.2473182
133254,1,42.4,1,0,12.97,0,241.4614472
157241,1,65.1,0,0,12.97,0,122.2172897
134724,1,65.1,0,0,2.5,0,87.42638215
118804,1,20.6,1,0,12.97,0,400.110449
129947,1,65.1,0,0,2.5,0,148.6616823
132876,1,65.1,0,1,8.02,0,248.5762478
117678,1,20.6,0,0,12.97,0,349.4635858
111249,1,20.6,0,1,12.97,0,170.9577581
151866,1,42.4,0,0,12.97,0,183.4843533
156162,1,42.4,0,0,8.02,0,287.9462439
116171,1,20.6,0,0,12.97,0,105.2846005
133588,1,20.6,0,0,2.5,0,342.5996055
155225,1,42.4,1,0,2.5,1,659.9782567
171865,1,20.6,1,0,2.5,1,565.0137498
100618,1,65.1,0,1,8.02,0,203.2806148
107168,1,20.6,0,0,12.97,0,264.656479
163597,1,20.6,0,0,12.97,0,269.4121493
195256,1,20.6,1,1,2.5,1,1355.15476
197995,1,65.1,0,0,12.97,0,174.8904686
179248,1,42.4,0,1,8.02,0,390.5619161
115010,1,20.6,0,1,12.97,0,436.0393992
143204,1,20.6,1,0,8.02,1,521.923239
102199,1,20.6,0,1,12.97,0,273.2692258
107448,1,42.4,1,0,12.97,0,261.0602312
185342,1,42.4,1,0,2.5,1,622.801627
199907,1,42.4,0,1,12.97,0,214.1314498
117553,1,42.4,0,0,2.5,0,342.69694
146565,1,42.4,1,0,2.5,1,511.7252723
186574,1,42.4,1,1,8.02,0,484.2579932
105779,1,42.4,0,0,2.5,0,490.9507383
172179,1,42.4,0,1,12.97,0,361.7061298
190736,1,65.1,1,1,8.02,0,204.5985099
191668,1,65.1,0,0,8.02,0,248.2674932
129757,1,20.6,1,0,8.02,0,489.8566707
133156,1,42.4,1,1,2.5,1,699.7955734
159708,1,65.1,0,0,8.02,0,197.272486
160642,1,20.6,0,1,12.97,0,352.5326175
119868,1,42.4,0,0,2.5,1,516.5329848
138991,1,65.1,0,1,2.5,0,257.538506
165713,1,65.1,0,1,2.5,0,271.4200491
155152,1,42.4,0,0,12.97,0,295.4013748
135883,1,42.4,1,0,12.97,0,295.4869352
106514,1,42.4,0,0,2.5,0,420.6612799
189797,1,42.4,1,0,12.97,0,287.4881203
100163,1,42.4,0,0,12.97,0,216.0974478
103882,1,65.1,1,1,2.5,1,554.2172221
189329,1,42.4,1,1,8.02,0,431.375072
154585,1,65.1,0,0,8.02,0,274.7667043
192038,1,65.1,1,1,8.02,0,251.1320166
105943,1,20.6,1,1,12.97,1,557.4409401
122934,1,20.6,1,1,12.97,0,336.9348452
103345,1,65.1,0,0,12.97,0,268.1844154
161702,1,65.1,1,1,8.02,0,274.3217731
190100,1,65.1,1,1,12.97,0,382.5191511
110838,1,20.6,1,1,12.97,0,356.3976584
130418,1,42.4,1,0,12.97,0,345.2673698
148988,1,65.1,0,1,2.5,1,561.2968092
180027,1,42.4,0,0,8.02,0,338.0992415
104242,1,20.6,1,1,2.5,1,2600
103977,1,20.6,1,1,12.97,1,530.4131783
104708,1,20.6,1,0,12.97,0,238.6039585
155156,1,20.6,0,1,12.97,1,520.1172483
177251,1,42.4,1,0,12.97,0,230.6920433
