,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,AutoType,MetColorType
353,12450,38,26262,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
354,12500,38,26000,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
355,14950,43,25228,Petrol,110,1,0,1600,3,1045,Manual,Metcolor
356,13750,39,25062,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
357,12695,39,24723,Petrol,110,1,1,1600,4,1060,Auto,Metcolor
358,14990,33,24650,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
359,12750,43,24553,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
360,14350,41,24475,Petrol,110,1,0,1600,5,1030,Manual,Metcolor
361,12950,39,24444,Petrol,110,1,0,1600,3,1040,Manual,Metcolor
362,11500,35,24011,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
363,11950,41,24000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
364,13450,40,23616,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
365,12900,38,22865,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
366,10500,41,22780,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
367,10950,35,21904,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
368,11950,41,21651,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
369,11450,37,21500,Petrol,110,1,0,1600,5,1030,Manual,Metcolor
370,13250,44,21027,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
371,10250,39,18500,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor
372,13995,35,18000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
373,11950,40,17051,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor
374,13250,33,16512,Petrol,97,1,0,1400,5,1085,Manual,Metcolor
375,12950,40,16325,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
376,11750,38,16000,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
377,11500,39,12000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
378,13500,43,10000,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
379,6500,53,216000,Diesel,69,0,0,1900,3,1110,Manual,NonMetcolor
380,6400,51,198167,Diesel,69,0,0,1900,4,1095,Manual,NonMetcolor
381,7000,53,176000,Diesel,69,0,0,1900,3,1105,Manual,NonMetcolor
382,7750,54,174139,Diesel,72,1,0,2000,4,1100,Manual,Metcolor
383,8900,45,174000,Diesel,69,1,0,1900,5,1095,Manual,Metcolor
384,8500,55,150000,CNG,110,1,0,1600,3,1075,Manual,Metcolor
385,8950,54,149329,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
386,9900,51,146736,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
387,10250,53,143513,Diesel,69,0,0,1900,5,1140,Manual,NonMetcolor
388,9250,48,142130,CNG,110,0,0,1600,5,1119,Manual,NonMetcolor
389,7750,48,140700,Diesel,69,1,0,1900,5,1110,Manual,Metcolor
390,9450,54,138394,Diesel,69,1,0,1900,4,1095,Manual,Metcolor
391,7750,55,137000,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
392,8250,52,135258,Diesel,69,1,0,1900,5,1140,Manual,Metcolor
393,9950,49,131364,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
394,4450,56,129155,Diesel,69,0,0,1800,5,1110,Manual,NonMetcolor
395,9950,50,126110,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
396,9000,48,119742,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
397,9950,53,117913,Diesel,69,1,0,1900,5,1110,Manual,Metcolor
398,12450,47,117430,Diesel,90,1,0,2000,3,1165,Manual,Metcolor
399,10500,55,117175,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
400,10750,54,115558,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
401,8950,53,115113,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
402,10500,54,115046,Diesel,69,1,0,1900,5,1140,Manual,Metcolor
403,5150,56,113997,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
404,10950,49,107859,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor
405,9450,52,104805,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
406,9950,54,103454,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
407,10950,51,103018,Diesel,69,0,0,1900,5,1140,Manual,NonMetcolor
408,11900,47,102352,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
409,9950,50,102030,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
410,11950,54,101352,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
411,7900,50,99865,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
412,10950,52,99323,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
413,8950,48,98100,Diesel,69,1,0,1900,5,1140,Manual,Metcolor
414,11950,51,98040,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
415,10900,49,97600,Petrol,110,1,0,1600,3,1045,Manual,Metcolor
416,9950,55,97234,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
417,9950,51,96135,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
418,10950,54,96100,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
419,8950,55,94401,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
420,8950,55,94122,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
421,10500,49,91340,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
422,8950,53,90200,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
423,9250,53,90097,Diesel,69,1,0,1900,5,1140,Manual,Metcolor
424,11500,48,89049,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
425,9750,52,89000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
426,9950,45,87274,Petrol,110,1,0,1600,3,1040,Manual,Metcolor
427,11450,49,86221,Petrol,110,0,0,1600,3,1045,Manual,NonMetcolor
428,12500,54,84598,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
429,10500,50,83567,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
430,12950,50,83106,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
431,12200,50,82805,Petrol,110,1,0,1600,3,1040,Manual,Metcolor
432,10950,50,82735,Petrol,97,1,0,1400,3,1030,Manual,Metcolor
433,10950,54,81905,Petrol,110,1,0,1600,5,1105,Manual,Metcolor
434,11290,49,80320,Petrol,110,1,1,1600,3,1070,Auto,Metcolor
435,10750,49,80090,Petrol,97,1,0,1400,3,1030,Manual,Metcolor
436,10895,53,79800,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
437,11500,47,78785,CNG,110,1,0,1600,5,1119,Manual,Metcolor
438,9750,48,78600,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
439,10250,55,77780,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor
440,12500,49,77648,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor
441,11950,54,77270,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
442,10750,50,76167,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
443,11450,46,75249,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
444,11950,54,75231,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
445,11750,48,75045,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
446,10950,50,74849,Petrol,110,1,1,1600,4,1060,Auto,Metcolor
447,11950,55,74715,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
448,10995,49,74656,Diesel,69,0,0,1900,3,1105,Manual,NonMetcolor
449,11450,56,74500,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
450,8900,49,74494,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
451,10500,50,73634,Petrol,110,0,0,1587,5,1075,Manual,NonMetcolor
452,11750,47,73403,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
453,11450,49,73175,Petrol,97,1,0,1400,3,1030,Manual,Metcolor
454,12000,52,73000,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
455,11950,50,72242,Petrol,110,0,1,1600,3,1070,Auto,NonMetcolor
456,9850,53,72000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
457,10950,54,71725,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
458,10950,54,71276,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
459,8695,50,70440,Diesel,69,1,0,1900,3,1105,Manual,Metcolor
460,10990,53,70239,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor
461,9500,55,69813,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
462,11950,49,69659,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor
463,10750,46,69574,Petrol,97,0,0,1400,5,1065,Manual,NonMetcolor
464,8750,47,69000,Diesel,69,1,0,1900,5,1140,Manual,Metcolor
465,8750,49,68565,Petrol,110,1,0,1600,4,1030,Manual,Metcolor
466,11450,55,68520,Diesel,72,1,0,2000,3,1115,Manual,Metcolor
467,9950,46,68414,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
468,11950,56,66777,Petrol,110,0,0,1600,5,1090,Manual,NonMetcolor
469,13950,52,66527,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
470,11250,54,66063,Petrol,110,1,0,1600,5,1090,Manual,Metcolor
471,10900,50,65471,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
472,9750,56,65400,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
473,9950,52,65170,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
474,11950,56,65000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
475,10450,48,64193,Petrol,110,1,0,1600,3,1040,Manual,Metcolor
476,8950,54,64000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
477,10250,54,63792,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
478,9930,53,63635,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
479,10500,54,63135,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
480,11950,54,63123,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
481,11500,48,63000,Diesel,69,1,0,1900,5,1140,Manual,Metcolor
482,11500,55,63000,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor
483,11450,54,62987,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
484,9900,56,62751,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
485,9500,54,62519,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
486,10500,50,62280,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
487,10750,50,61672,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
488,8950,54,61000,Diesel,69,0,0,2000,5,1140,Manual,NonMetcolor
489,12000,56,61000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
490,9940,53,60558,Petrol,110,1,0,1600,4,1105,Manual,Metcolor
491,10950,47,60348,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor
492,10750,54,60239,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
493,9799,51,59000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
494,11750,51,58761,Petrol,97,0,0,1300,5,1060,Manual,NonMetcolor
495,11950,54,58745,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
496,11250,52,58596,Petrol,110,1,0,1600,3,1045,Manual,Metcolor
497,11750,54,58530,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
498,10950,55,58377,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
499,11250,56,58142,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
500,9950,53,57948,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
501,9700,51,57645,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
502,11950,47,57500,Petrol,110,1,0,1600,4,1105,Manual,Metcolor
503,9900,53,57475,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor
504,9990,55,56743,Petrol,110,0,0,1600,3,1045,Manual,NonMetcolor
505,9475,48,56675,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
506,11500,54,55877,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
507,11950,53,55500,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
508,11500,55,54900,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
509,10500,50,54465,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
510,10900,46,53700,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
511,11700,52,53561,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
512,11900,51,53408,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
513,13950,51,53268,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
514,10950,49,53116,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
515,10500,56,52448,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
516,10750,55,52149,Petrol,97,1,0,1400,3,1085,Manual,Metcolor
517,11950,55,52141,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
518,10000,56,52000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
519,10495,48,50967,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
520,11450,50,50400,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
521,9400,54,50000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
522,11950,51,50000,Petrol,86,1,0,1300,5,1045,Manual,Metcolor
523,9650,53,49969,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
524,18950,49,49568,Petrol,110,1,0,1600,3,1105,Manual,Metcolor
525,11450,51,49473,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
526,10250,52,49432,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
527,11450,48,49417,Petrol,110,1,0,1600,3,1045,Manual,Metcolor
528,9950,54,49366,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
529,10500,56,48731,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
530,13750,54,48370,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
531,9950,48,48071,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
532,10250,54,47852,Petrol,110,1,0,1600,4,1030,Manual,Metcolor
533,10850,54,47768,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
534,11895,52,47689,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
535,12950,53,47451,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
536,11950,50,47219,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
537,10750,56,47211,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
538,9550,54,46856,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor
539,10950,56,46500,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
540,11750,52,46449,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
541,10950,47,46391,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
542,12450,54,46230,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
543,10500,52,46029,Petrol,110,1,0,1600,4,1030,Manual,Metcolor
544,10900,50,46000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
545,12950,50,45900,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
546,10950,47,45850,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor
547,12500,56,45336,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
548,9950,55,44537,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
549,10750,56,43700,Petrol,86,1,0,1300,3,1025,Manual,Metcolor
550,12500,48,43120,Petrol,97,1,0,1400,3,1030,Manual,Metcolor
551,10450,49,41710,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor
552,10750,52,41700,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
553,12950,49,41636,Petrol,110,1,0,1600,5,1105,Manual,Metcolor
554,10995,50,41273,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor
555,11950,49,40836,Petrol,110,0,1,1600,3,1075,Auto,NonMetcolor
556,11250,50,40400,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
557,11950,47,40361,Petrol,110,1,0,1600,5,1090,Manual,Metcolor
558,13750,54,40325,Petrol,86,0,0,1300,5,1045,Manual,NonMetcolor
559,11000,47,40000,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
560,13500,50,39706,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
561,10950,54,39291,Petrol,110,1,0,1600,3,1040,Manual,Metcolor
562,10750,54,39000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
563,8950,47,38900,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
564,12950,51,38403,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
565,9750,56,37461,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
566,10900,54,37000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
567,10995,55,36406,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
568,10750,48,36005,Petrol,97,1,0,1400,5,1065,Manual,Metcolor
569,10950,52,36000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
570,13000,49,36000,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
571,12950,45,36000,Petrol,110,1,1,1600,3,1070,Auto,Metcolor
572,11500,52,35823,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
573,10950,56,35230,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
574,11710,48,35142,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
575,9980,49,34890,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
576,12250,51,34882,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
577,11500,46,34000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
578,11950,56,33998,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor
579,11500,55,33230,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
580,11900,46,33021,Petrol,110,1,0,1600,5,1080,Manual,Metcolor
581,11930,49,31999,Petrol,97,0,0,1400,3,1030,Manual,NonMetcolor
582,10500,52,31579,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
583,8950,56,31000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
584,10450,46,30806,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
585,10500,55,30461,Petrol,86,1,0,1300,5,1050,Manual,Metcolor
586,12950,50,29686,Petrol,110,1,1,1600,3,1075,Auto,Metcolor
587,9950,55,29650,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor
588,12900,52,29500,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
589,9950,48,28656,Petrol,97,0,0,1400,3,1085,Manual,NonMetcolor
590,9950,55,27500,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
591,10950,48,26938,Petrol,110,1,0,1600,3,1040,Manual,Metcolor
592,10950,53,26624,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor
593,9950,47,26221,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
594,10950,50,22648,Petrol,97,1,0,1400,5,1060,Manual,Metcolor
595,10800,50,22500,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
596,10500,56,19313,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor
597,10450,50,17619,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor
598,10600,51,17069,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
599,10450,48,15000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor
600,12950,50,10210,Petrol,97,0,0,1400,5,1065,Manual,NonMetcolor
601,11250,47,5309,Petrol,110,1,1,1600,3,1070,Auto,Metcolor
602,7500,50,1,Diesel,90,1,0,2000,3,1260,Manual,Metcolor
603,8950,52,31000,Petrol,97,0,0,1398,3,1025,Manual,NonMetcolor
604,6950,58,205000,Diesel,72,1,0,2000,4,1100,Manual,Metcolor
605,7900,68,204250,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
606,5950,68,194545,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor
607,7500,59,190900,Diesel,72,1,0,2000,3,1115,Manual,Metcolor
608,7500,62,183500,Diesel,72,1,0,2000,5,1140,Manual,Metcolor
609,6900,65,176184,Diesel,72,1,0,2000,3,1115,Manual,Metcolor
610,5751,67,174833,Diesel,72,0,0,2000,4,1100,Manual,NonMetcolor
611,6950,68,155720,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
612,7950,67,155500,Petrol,110,1,0,1600,5,1050,Manual,Metcolor
613,7750,59,154783,Diesel,72,1,0,2000,3,1120,Manual,Metcolor
614,7950,64,154462,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
615,8250,64,150585,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
616,6250,67,149000,Diesel,90,1,0,2000,5,1135,Manual,Metcolor
617,9500,62,147636,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
618,6900,59,144521,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
619,8450,64,144000,CNG,110,1,0,1600,3,1065,Manual,Metcolor
620,7350,65,140168,Diesel,72,1,0,2000,3,1115,Manual,Metcolor
621,8950,68,140000,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
622,6900,60,139800,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
623,8950,59,137050,CNG,110,1,0,1600,3,1078,Manual,Metcolor
624,8750,61,136956,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
625,7950,67,135337,CNG,110,1,0,1600,5,1120,Manual,Metcolor
626,8950,64,133769,Diesel,72,1,0,2000,3,1120,Manual,Metcolor
627,8950,58,133405,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
628,8950,65,132807,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
629,7950,64,132393,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
630,7750,60,130270,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
631,7500,59,130000,Diesel,72,1,0,2000,4,1135,Manual,Metcolor
632,8950,67,127000,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
633,9800,67,126800,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
634,9450,66,126452,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
635,8950,62,125175,Diesel,116,0,0,2000,5,1150,Manual,NonMetcolor
636,8750,68,125000,Diesel,72,1,0,2000,3,1115,Manual,Metcolor
637,10500,61,123000,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
638,7995,59,121626,Petrol,86,0,0,1300,5,1050,Manual,NonMetcolor
639,10450,64,120400,Petrol,110,0,0,1600,5,1090,Manual,NonMetcolor
640,9950,66,120000,Diesel,72,0,0,2000,4,1100,Manual,NonMetcolor
641,9950,68,119541,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
642,8950,68,119500,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
643,7950,68,119289,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
644,10950,57,118833,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
645,9950,64,118000,Diesel,72,1,0,2000,5,1150,Manual,Metcolor
646,8600,68,117955,Petrol,110,1,1,1600,4,1065,Auto,Metcolor
647,7250,65,117609,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
648,6950,68,117000,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
649,8000,64,116000,Petrol,86,0,0,1300,5,1045,Manual,NonMetcolor
650,9950,58,115715,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
651,9450,60,115191,CNG,110,1,0,1600,4,1079,Manual,Metcolor
652,7950,68,115071,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
653,9450,63,115000,CNG,110,0,0,1600,3,1109,Manual,NonMetcolor
654,9950,64,114846,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
655,6950,65,114383,Diesel,90,0,0,2000,3,1260,Manual,NonMetcolor
656,8250,59,113700,Petrol,110,1,0,1600,5,1065,Manual,Metcolor
657,9950,67,113118,Petrol,86,1,0,1300,3,1020,Manual,Metcolor
658,8250,59,112827,Petrol,86,1,0,1300,5,1040,Manual,Metcolor
659,9950,68,112116,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
660,10500,66,112000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
661,7950,62,112000,Diesel,72,0,0,2000,4,1135,Manual,NonMetcolor
662,9750,65,111769,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
663,9250,61,110853,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
664,9500,68,110287,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
665,9950,62,109547,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
666,7750,63,109230,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
667,9500,68,109150,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
668,9950,67,108793,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
669,9750,64,106784,Petrol,110,0,1,1600,3,1050,Auto,NonMetcolor
670,9750,58,105942,Petrol,86,0,0,1300,5,1040,Manual,NonMetcolor
671,5950,59,105000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
672,8500,62,105000,Petrol,86,0,0,1300,5,1040,Manual,NonMetcolor
673,8495,68,104299,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
674,9250,67,104000,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor
675,6900,68,104000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
676,8950,58,103458,Petrol,86,1,0,1300,3,1025,Manual,Metcolor
677,9500,63,103400,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
678,9250,63,102807,Petrol,86,0,0,1300,5,1055,Manual,NonMetcolor
679,9895,68,102494,Petrol,110,0,0,1600,5,1090,Manual,NonMetcolor
680,9950,57,102300,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
681,7950,61,102106,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
682,8750,68,101889,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
683,8250,57,101791,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
684,8950,63,101469,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
685,8950,68,101001,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
686,8950,61,100748,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
687,8950,65,100550,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
688,9450,67,99781,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
689,8950,59,98658,Petrol,86,1,0,1300,3,1020,Manual,Metcolor
690,9250,65,98500,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
691,8750,64,98291,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor
692,9950,61,97648,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
693,9950,61,97425,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
694,9900,65,97173,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
695,8950,66,97046,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
696,8950,67,96000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
697,12250,60,96000,Diesel,72,0,0,2000,4,1100,Manual,NonMetcolor
698,9250,67,95750,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
699,10250,61,95147,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
700,8950,68,95000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
701,7999,65,95000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
702,9900,66,94606,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
703,8250,63,94504,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
